PassengerId,Survived,Pclass,Age,Fare,GroupSize,FamilySize,IsAlone,Sex_male,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Other,AgeGroup_Teenager,AgeGroup_Young Adult,AgeGroup_Adult,AgeGroup_Senior,FareBand_Medium,FareBand_High,FareBand_Very High,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_Unknown
205,1.0,3,18.0,8.05,1,1,1,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
206,0.0,3,2.0,10.4625,2,2,0,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
207,0.0,3,32.0,15.85,2,2,0,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
208,1.0,3,26.0,18.7875,2,1,1,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
209,1.0,3,16.0,7.75,1,1,1,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
210,1.0,1,40.0,31.0,1,1,1,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
211,0.0,3,24.0,7.05,1,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
212,1.0,2,35.0,21.0,2,1,1,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
213,0.0,3,22.0,7.25,1,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
214,0.0,2,30.0,13.0,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
215,0.0,3,25.0,7.75,1,2,0,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
216,1.0,1,31.0,113.275,3,2,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
217,1.0,3,27.0,7.925,1,1,1,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
218,0.0,2,42.0,27.0,2,2,0,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
219,1.0,1,32.0,76.2917,2,1,1,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
220,0.0,2,30.0,10.5,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
221,1.0,3,16.0,8.05,1,1,1,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
222,0.0,2,27.0,13.0,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
223,0.0,3,51.0,8.05,1,1,1,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
224,0.0,3,25.0,7.8958,1,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
225,1.0,1,38.0,90.0,2,2,0,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
226,0.0,3,22.0,9.35,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
227,1.0,2,19.0,10.5,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
228,0.0,3,20.5,7.25,1,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
229,0.0,2,18.0,13.0,1,1,1,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
230,0.0,3,22.0,25.4667,5,5,0,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
231,1.0,1,35.0,83.475,2,2,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
232,0.0,3,29.0,7.775,1,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
233,0.0,2,59.0,13.5,1,1,1,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
234,1.0,3,5.0,31.3875,7,7,0,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
235,0.0,2,24.0,10.5,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
236,0.0,3,22.0,7.55,1,1,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
237,0.0,2,44.0,26.0,2,2,0,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
238,1.0,2,8.0,26.25,3,3,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
239,0.0,2,19.0,10.5,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
240,0.0,2,33.0,12.275,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
241,0.0,3,22.0,14.4542,2,2,0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
242,1.0,3,22.0,15.5,2,2,0,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
243,0.0,2,29.0,10.5,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
244,0.0,3,22.0,7.125,1,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
245,0.0,3,30.0,7.225,1,1,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
246,0.0,1,44.0,90.0,3,3,0,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
247,0.0,3,25.0,7.775,1,1,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
248,1.0,2,24.0,14.5,2,3,0,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
249,1.0,1,37.0,52.5542,2,3,0,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
250,0.0,2,54.0,26.0,2,2,0,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
251,0.0,3,25.0,7.25,1,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
252,0.0,3,29.0,10.4625,2,3,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
253,0.0,1,62.0,26.55,1,1,1,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
254,0.0,3,30.0,16.1,2,2,0,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
255,0.0,3,41.0,20.2125,3,3,0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
256,1.0,3,29.0,15.2458,3,3,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
257,1.0,1,36.0,79.2,2,1,1,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
258,1.0,1,30.0,86.5,3,1,1,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False
259,1.0,1,35.0,512.3292,4,1,1,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
260,1.0,2,50.0,26.0,2,2,0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
261,0.0,3,25.0,7.75,1,1,1,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
262,1.0,3,3.0,31.3875,7,7,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
263,0.0,1,52.0,79.65,3,3,0,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
264,0.0,1,40.0,0.0,1,1,1,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
265,0.0,3,22.0,7.75,1,1,1,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
266,0.0,2,36.0,10.5,1,1,1,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
267,0.0,3,16.0,39.6875,7,6,0,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
268,1.0,3,25.0,7.775,1,2,0,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
269,1.0,1,58.0,153.4625,3,2,0,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
270,1.0,1,35.0,135.6333,4,1,1,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
271,0.0,1,42.0,31.0,2,1,1,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
272,1.0,3,25.0,0.0,4,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
273,1.0,2,41.0,19.5,2,2,0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
274,0.0,1,37.0,29.7,1,2,0,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
275,1.0,3,22.0,7.75,1,1,1,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
276,1.0,1,63.0,77.9583,3,2,0,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
277,0.0,3,45.0,7.75,1,1,1,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
278,0.0,2,29.5,0.0,3,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
279,0.0,3,7.0,29.125,6,6,0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
280,1.0,3,35.0,20.25,3,3,0,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
281,0.0,3,65.0,7.75,1,1,1,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
282,0.0,3,28.0,7.8542,1,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
283,0.0,3,16.0,9.5,1,1,1,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
284,1.0,3,19.0,8.05,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
285,0.0,1,42.0,26.0,1,1,1,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
286,0.0,3,33.0,8.6625,1,1,1,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
287,1.0,3,30.0,9.5,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
288,0.0,3,22.0,7.8958,1,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
289,1.0,2,42.0,13.0,1,1,1,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
290,1.0,3,22.0,7.75,1,1,1,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
291,1.0,1,26.0,78.85,3,1,1,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
292,1.0,1,19.0,91.0792,2,2,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False
293,0.0,2,36.0,12.875,1,1,1,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
294,0.0,3,24.0,8.85,1,1,1,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
295,0.0,3,24.0,7.8958,1,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
296,0.0,1,42.0,27.7208,1,1,1,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
297,0.0,3,23.5,7.2292,1,1,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
298,0.0,1,2.0,151.55,6,4,0,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
299,1.0,1,42.0,30.5,1,1,1,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
300,1.0,1,50.0,247.5208,3,2,0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
301,1.0,3,22.0,7.75,1,1,1,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
302,1.0,3,25.0,23.25,3,3,0,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
303,0.0,3,19.0,0.0,4,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
304,1.0,2,28.0,12.35,1,1,1,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
305,0.0,3,25.0,8.05,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
306,1.0,1,0.92,151.55,6,4,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
307,1.0,1,36.0,110.8833,4,1,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
308,1.0,1,17.0,108.9,3,2,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
309,0.0,2,30.0,24.0,2,2,0,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
310,1.0,1,30.0,56.9292,2,1,1,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
311,1.0,1,24.0,83.1583,3,1,1,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
312,1.0,1,18.0,262.375,7,5,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
313,0.0,2,26.0,26.0,2,3,0,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
314,0.0,3,28.0,7.8958,1,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
315,0.0,2,43.0,26.25,3,3,0,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
316,1.0,3,26.0,7.8542,1,1,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
317,1.0,2,24.0,26.0,2,2,0,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
318,0.0,2,54.0,14.0,1,1,1,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
319,1.0,1,31.0,164.8667,4,3,0,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
320,1.0,1,40.0,134.5,5,3,0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
321,0.0,3,22.0,7.25,1,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
322,0.0,3,27.0,7.8958,1,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
323,1.0,2,30.0,12.35,1,1,1,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
324,1.0,2,22.0,29.0,3,3,0,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
325,0.0,3,25.0,69.55,11,11,0,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
326,1.0,1,36.0,135.6333,4,1,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
327,0.0,3,61.0,6.2375,1,1,1,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
328,1.0,2,36.0,13.0,1,1,1,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
329,1.0,3,31.0,20.525,3,3,0,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
330,1.0,1,16.0,57.9792,2,2,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
331,1.0,3,22.0,23.25,3,3,0,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
332,0.0,1,45.5,28.5,1,1,1,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
333,0.0,1,38.0,153.4625,3,2,0,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
334,0.0,3,16.0,18.0,2,3,0,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
335,1.0,1,36.0,133.65,2,2,0,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
336,0.0,3,25.0,7.8958,1,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
337,0.0,1,29.0,66.6,2,2,0,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
338,1.0,1,41.0,134.5,5,1,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
339,1.0,3,45.0,8.05,1,1,1,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
340,0.0,1,45.0,35.5,1,1,1,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
341,1.0,2,2.0,26.0,3,3,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
342,1.0,1,24.0,263.0,6,6,0,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
343,0.0,2,28.0,13.0,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
344,0.0,2,25.0,13.0,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
345,0.0,2,36.0,13.0,1,1,1,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
346,1.0,2,24.0,13.0,1,1,1,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
347,1.0,2,40.0,13.0,1,1,1,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
348,1.0,3,22.0,16.1,2,2,0,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
349,1.0,3,3.0,15.9,3,3,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
350,0.0,3,42.0,8.6625,1,1,1,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
351,0.0,3,23.0,9.225,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
352,0.0,1,42.0,35.0,1,1,1,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
353,0.0,3,15.0,7.2292,1,3,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
354,0.0,3,25.0,17.8,2,2,0,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
355,0.0,3,25.0,7.225,1,1,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
356,0.0,3,28.0,9.5,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
357,1.0,1,22.0,55.0,2,2,0,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
358,0.0,2,38.0,13.0,1,1,1,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
359,1.0,3,22.0,7.8792,1,1,1,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
360,1.0,3,22.0,7.8792,1,1,1,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
361,0.0,3,40.0,27.9,6,6,0,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
362,0.0,2,29.0,27.7208,2,2,0,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
363,0.0,3,45.0,14.4542,2,2,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
364,0.0,3,35.0,7.05,1,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
365,0.0,3,25.0,15.5,2,2,0,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
366,0.0,3,30.0,7.25,1,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
367,1.0,1,60.0,75.25,2,2,0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
368,1.0,3,22.0,7.2292,1,1,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
369,1.0,3,22.0,7.75,1,1,1,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
370,1.0,1,24.0,69.3,2,1,1,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False
371,1.0,1,25.0,55.4417,2,2,0,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
372,0.0,3,18.0,6.4958,1,2,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
373,0.0,3,19.0,8.05,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
374,0.0,1,22.0,135.6333,4,1,1,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
375,0.0,3,3.0,21.075,5,5,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
376,1.0,1,36.0,82.1708,2,2,0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
377,1.0,3,22.0,7.25,1,1,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
378,0.0,1,27.0,211.5,5,3,0,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
379,0.0,3,20.0,4.0125,1,1,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
380,0.0,3,19.0,7.775,1,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
381,1.0,1,42.0,227.525,5,1,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
382,1.0,3,1.0,15.7417,3,3,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
383,0.0,3,32.0,7.925,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
384,1.0,1,35.0,52.0,2,2,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
385,0.0,3,25.0,7.8958,1,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
386,0.0,2,18.0,73.5,7,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
387,0.0,3,1.0,46.9,8,8,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
388,1.0,2,36.0,13.0,1,1,1,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
389,0.0,3,25.0,7.7292,1,1,1,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
390,1.0,2,17.0,12.0,1,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
391,1.0,1,36.0,120.0,4,4,0,True,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
392,1.0,3,21.0,7.7958,1,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
393,0.0,3,28.0,7.925,1,3,0,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
394,1.0,1,23.0,113.275,3,2,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
395,1.0,3,24.0,16.7,3,3,0,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
396,0.0,3,22.0,7.7958,1,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
397,0.0,3,31.0,7.8542,1,1,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
398,0.0,2,46.0,26.0,2,1,1,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
399,0.0,2,23.0,10.5,1,1,1,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
400,1.0,2,28.0,12.65,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
401,1.0,3,39.0,7.925,1,1,1,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
402,0.0,3,26.0,8.05,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
403,0.0,3,21.0,9.825,1,2,0,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
404,0.0,3,28.0,15.85,2,2,0,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
405,0.0,3,20.0,8.6625,1,1,1,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
406,0.0,2,34.0,21.0,2,2,0,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
407,0.0,3,51.0,7.75,1,1,1,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
408,1.0,2,3.0,18.75,3,3,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
409,0.0,3,21.0,7.775,1,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
410,0.0,3,22.0,25.4667,5,5,0,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
411,0.0,3,25.0,7.8958,1,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
412,0.0,3,25.0,6.8583,1,1,1,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
